Supplementary Table 2.  Description of all core sequences.						
						
Core metagenome ID	Functional Description	Taxonomy	CAZy class	Acc. No.	Average Abundance (per recA)	Std Error
aggregates-combined-assembly1_5600910_581_836_-	"alpha amylase, catalytic region"	Archaea;Euryarchaeota;Methanomicrobia	GH13	ABN56319.1	0.02486703	0.003790078
aggregates-combined-assembly1_5614700_1_297_-	5'-nucleotidase	Bacteria;Firmicutes;Bacillales	CBM5	BAD63980.1	0.02481986	0.005778093
aggregates-combined-assembly1_5599258_1_1089_+	putative glycosyl transferase	Bacteria;Firmicutes;Lactobacillales	GT4	CAI32934.1	0.024800654	0.006533622
aggregates-combined-assembly1_5081210_1_945_-	"glycosyl transferase, group 1"	Bacteria;Cyanobacteria;Oscillatoriales	GT4	ABG49619.1	0.024785202	0.003069081
aggregates-combined-assembly1_5025579_1_710_+	"two-component system sensor histidine kinase/response regulator, hybrid (one component system)"	Bacteria;Bacteroidetes;Bacteroidetes	GT2	AAO76290.1	0.02472796	0.005154179
aggregates-combined-assembly1_5440559_1_907_+	beta-galactosidase	Bacteria;Actinobacteria;Actinobacteridae	GH2	CAQ01230.1	0.024706466	0.007261532
aggregates-combined-assembly1_5193138_220_704_+	polysaccharide deacetylase	Bacteria;Proteobacteria;Alphaproteobacteria	CE4	ABG62199.1	0.024702109	0.006464724
aggregates-combined-assembly1_5404774_1_285_+	alpha-amlyase	Bacteria;Deinococcus-Thermus;Deinococci	GH13	AAF10510.1	0.024701505	0.005848125
aggregates-combined-assembly1_5040715_1_580_-	TPR repeat	Bacteria;Cyanobacteria;Oscillatoriales	GT41	ABG53859.1	0.024695371	0.009554186
aggregates-combined-assembly1_5096145_1_542_-	"two-component system sensor histidine kinase/response regulator, hybrid (one component system)"	Bacteria;Bacteroidetes;Bacteroidetes	GT2	AAO76290.1	0.024691014	0.007530311
aggregates-combined-assembly1_5651240_1_386_-	glycosyl transferase and polysaccharide deacetylase fusion protein	Bacteria;Firmicutes;Bacillales	GH18	ABK86337.1	0.024681034	0.005755777
aggregates-combined-assembly1_5056811_1_582_+	alpha-amylase-pullulanase precursor (gtg start codon)	Bacteria;Firmicutes;Clostridia	GH13	AAA23205.1	0.024679767	0.007916927
aggregates-combined-assembly1_5438394_1_816_-	"Alpha,alpha-trehalose-phosphate synthase (UDP-forming)"	Bacteria;Proteobacteria;Deltaproteobacteria	GT20	ABL00864.1	0.024669939	0.009183633
aggregates-combined-assembly1_5438394_1030_1278_+	glycoside hydrolase 15-related protein	Bacteria;Acidobacteria;Solibacteres	GH15	ABJ82151.1	0.024669939	0.009183633
aggregates-combined-assembly1_5533589_1_604_+	agaA	Bacteria;Actinobacteria;Actinobacteridae	GH36	CAN00339.1	0.024639487	0.007255643
aggregates-combined-assembly1_5309281_1_368_-	"Lytic transglycosylase, catalytic"	Bacteria;Proteobacteria;Alphaproteobacteria	GH23	ABE40277.1	0.024638884	0.007893747
aggregates-combined-assembly1_5181904_1_563_+	similar to glycogen phosphorylase	Bacteria;Planctomycetes;Planctomycetacia	GT35	CAJ75074.1	0.024607074	0.005256531
aggregates-combined-assembly1_4890005_373_882_-	apolipoprotein N-acyltransferase	Bacteria;Actinobacteria;Actinobacteridae	GT2	ABW13558.1	0.024597848	0.00420497
aggregates-combined-assembly1_5046141_1_851_-	hopanoid biosynthesis associated glycosyl transferase protein HpnI	Bacteria;Proteobacteria;Alphaproteobacteria	GT21	ACB22984.1	0.024591714	0.00799103
aggregates-combined-assembly1_5601413_1_880_-	Tetratricopeptide TPR_2 repeat protein	Bacteria;Proteobacteria;Deltaproteobacteria	GT41	ABW66894.1	0.02458796	0.009944053
aggregates-combined-assembly1_5256382_1_779_-	"glycosyl transferase, family 2"	Bacteria;Acidobacteria;Solibacteres	none	ABJ82392.1	0.024566793	0.003483121
aggregates-combined-assembly1_5437980_1956_2791_-	oxidoreductase domain protein	Bacteria;Acidobacteria;Solibacteres	none	ABJ81752.1	0.024555455	0.005343408
aggregates-combined-assembly1_5572929_1_343_+	"Endoglucanase, family 26"	Bacteria;Deinococcus-Thermus;Deinococci	GH26	ABF46051.1	0.024541361	0.00209136
aggregates-combined-assembly1_5602987_1_586_-	penicillin-binding protein 1A (PBP-1a) (PBP1a) (Penicillin-bindingprotein A)	Bacteria;Proteobacteria;Epsilonproteobacteria	GT51	ABS52357.1	0.024534472	0.006019575
aggregates-combined-assembly1_5257905_1_935_-	glycoside hydrolase family 39	Bacteria;Verrucomicrobia;Opitutae	GH39	ACB74647.1	0.024509794	0.005255169
aggregates-combined-assembly1_5545843_1_962_-	"glycosyl hydrolase, family 2"	Bacteria;Firmicutes;Clostridia	GH2	ABG82892.1	0.02450366	0.008986078
aggregates-combined-assembly1_5191150_1_741_+	unnamed protein product	Eukaryota;Fungi;Dikarya	CE4	BAE56160.1	0.024477473	0.006039588
aggregates-combined-assembly1_5509250_1_696_+	"glycoside hydrolase, family 38"	Bacteria;Actinobacteria;Actinobacteridae	GH38	ABK02201.1	0.024472453	0.010407204
aggregates-combined-assembly1_5028652_1_939_-	polysaccharide lyase family 1	Bacteria;Bacteroidetes;Bacteroidetes	PL1	ABR40556.1	0.024467585	0.010169037
aggregates-combined-assembly1_5259647_394_951_+	putative glycosyltransferase	Archaea;Euryarchaeota;Methanomicrobia	GT4	AAM31909.1	0.024430211	0.005987087
aggregates-combined-assembly1_4961156_1_458_-	Hyaluronidase	Bacteria;Proteobacteria;Alphaproteobacteria	GH84	ABS63268.1	0.024420231	0.005938567
aggregates-combined-assembly1_5426528_421_737_+	LmbE family protein	Bacteria;Actinobacteria;Actinobacteridae	CE14	ABL80503.1	0.024405626	0.007701481
aggregates-combined-assembly1_5479685_1_444_+	"alpha amylase, catalytic region"	Bacteria;Proteobacteria;Betaproteobacteria	GH13	ABI58986.1	0.024405474	0.010202517
aggregates-combined-assembly1_5206193_1_868_+	NAD-dependent epimerase/dehydratase	Bacteria;Proteobacteria;Alphaproteobacteria	none	ABP71318.1	0.024306082	0.008374222
aggregates-combined-assembly1_5675371_1_214_+	F5/8 type C domain protein	Bacteria;Proteobacteria;Deltaproteobacteria	CBM32	ABF86225.1	0.024302572	0.010030107
aggregates-combined-assembly1_5309827_1_846_-	NAD-dependent epimerase/dehydratase	Bacteria;Acidobacteria;Solibacteres	GT2	ABJ81659.1	0.02429063	0.005316588
aggregates-combined-assembly1_5614894_668_961_-	lin2213	Bacteria;Firmicutes;Bacillales	CE9	CAC97442.1	0.024234327	0.011916132
aggregates-combined-assembly1_5030884_1_615_+	putative glycosyl hydrolase	Bacteria;Actinobacteria;Actinobacteridae	GH15	BAD58262.1	0.024229275	0.003662423
aggregates-combined-assembly1_5470394_1_494_+	Glycosyltransferases involved in cell wall biogenesis-like	Bacteria;Proteobacteria;Deltaproteobacteria	GT2	ABB37645.1	0.024228008	0.006242989
aggregates-combined-assembly1_5389068_1_759_-	Sequence 14364 from patent US 6833447	Unclassified;;	CBM32	AAW96801.1	0.024193351	0.004221709
aggregates-combined-assembly1_5366385_1_477_-	glycosyl transferase	Bacteria;Actinobacteria;Actinobacteridae	GT2	ACC40760.1	0.024188331	0.008441982
aggregates-combined-assembly1_5589007_1_616_-	N-acetylglucosamine-6-phosphate deacetylase	Bacteria;Bacteroidetes;Bacteroidetes	CE9	AAO78693.1	0.024176481	0.007630185
aggregates-combined-assembly1_4914341_411_1070_+	putative oxidoreductase	Bacteria;Bacteroidetes;Bacteroidetes	GH109	ABR38319.1	0.024151141	0.010230433
aggregates-combined-assembly1_5468130_1_346_-	"glycoside hydrolase, family 57"	Bacteria;Firmicutes;Clostridia	GH57	ACA59363.1	0.024140466	0.004591514
aggregates-combined-assembly1_5572108_1_208_+	conserved hypothetical protein	Bacteria;Acidobacteria;Solibacteres	none	ABJ83585.1	0.024130577	0.008957524
aggregates-combined-assembly1_4918294_1_277_-	"Amylo-alpha-1,6-glucosidase"	Bacteria;Cyanobacteria;Nostocales	none	ACC80455.1	0.024120238	0.007879272
aggregates-combined-assembly1_5126949_1_382_+	Tetratricopeptide TPR_2 repeat protein	Bacteria;Proteobacteria;Deltaproteobacteria	GT41	ABW66894.1	0.024098919	0.005061328
aggregates-combined-assembly1_5126949_1348_1914_-	"glycosyl transferase, family 2"	Bacteria;Acidobacteria;Acidobacteriales	GT2	ABF40041.1	0.024098919	0.005061328
aggregates-combined-assembly1_5043870_1_208_-	glycosyltransferase using lipid monophospho-sugars as glycosyl donors	Bacteria;Proteobacteria;Gammaproteobacteria	GT83	ABD81030.1	0.024068711	0.007558659
aggregates-combined-assembly1_5120859_1_350_+	6-phospho-beta-glucosidase	Bacteria;Actinobacteria;Actinobacteridae	GH4	AAZ56801.1	0.024048147	0.004960022
aggregates-combined-assembly1_5338068_1_985_-	"glycosyl transferase, group 1"	Bacteria;Firmicutes;Clostridia	GT4	ABY93544.1	0.024042524	0.006819042
aggregates-combined-assembly1_5352605_1_557_+	peptidase M23B	Bacteria;Firmicutes;Clostridia	GH23	ABY92024.1	0.02403194	0.004308402
aggregates-combined-assembly1_4726413_1_588_+	hypothetical protein VIBHAR_06955	Bacteria;Proteobacteria;Gammaproteobacteria	CBM5	ABU74829.1	0.023992414	0.00455527
aggregates-combined-assembly1_5259927_64_822_+	unnamed protein product	Eukaryota;Fungi;Dikarya	CE4	BAE56160.1	0.023979902	0.007156323
aggregates-combined-assembly1_5505812_187_998_-	glycosyl transferase group 1	Bacteria;Proteobacteria;Betaproteobacteria	GT4	ACD18696.1	0.023966319	0.00672018
aggregates-combined-assembly1_5244152_1_348_+	"alpha amylase, catalytic region"	Bacteria;Acidobacteria;Solibacteres	GH13	ABJ85468.1	0.023943978	0.007364117
aggregates-combined-assembly1_5123497_1061_1269_+	glycosyl transferase family 2	Bacteria;Proteobacteria;Betaproteobacteria	GT2	ACB66543.1	0.023901828	0.008204222
aggregates-combined-assembly1_5123497_399_1058_+	predicted acyltransferase	Bacteria;Proteobacteria;Gammaproteobacteria	GT2	AAW85346.1	0.023901828	0.008204222
aggregates-combined-assembly1_5270299_1_745_+	TPR repeat	Bacteria;Cyanobacteria;Prochlorales	GT41	AAZ58723.1	0.023876153	0.005287777
aggregates-combined-assembly1_5270299_913_1272_+	dolichyl-phosphate-mannose-protein mannosyltransferase family protein	Bacteria;Proteobacteria;Gammaproteobacteria	GT83	ABZ86507.1	0.023876153	0.005287777
aggregates-combined-assembly1_5467066_1_860_-	"glycosyl transferase, family 2"	Bacteria;Proteobacteria;Deltaproteobacteria	GT2	ABL00931.1	0.023839718	0.006126083
aggregates-combined-assembly1_5082402_1_345_-	hypothetical protein	Bacteria;Proteobacteria;Betaproteobacteria	GH13	CAI09058.1	0.023823511	0.006246298
aggregates-combined-assembly1_5640307_1_347_-	malto-oligosyltrehalose synthase	Bacteria;Proteobacteria;Deltaproteobacteria	GH13	ABL00860.1	0.023816155	0.004984989
aggregates-combined-assembly1_5552365_1_441_-	conserved hypothetical protein	Bacteria;Acidobacteria;Solibacteres	none	ABJ83585.1	0.023752267	0.007151716
aggregates-combined-assembly1_5479479_1_874_-	unnamed protein product	Eukaryota;Fungi;Dikarya	GH17	BAE54672.1	0.023690157	0.006736783
aggregates-combined-assembly1_5068494_1_708_+	mannosyl-3-phosphoglycerate synthase/mannosyl-3-phosphoglycerate phosphatase	Bacteria;Chloroflexi;Dehalococcoidetes	GT55	AAW39385.1	0.023685197	0.002835087
aggregates-combined-assembly1_4970882_1_1014_-	putative glycosyltransferase	Bacteria;Proteobacteria;Alphaproteobacteria	GT4	AAD33995.1	0.023679062	0.006570268
aggregates-combined-assembly1_5191551_1_723_+	"two-component system sensor histidine kinase/response regulator, hybrid (one component system)"	Bacteria;Bacteroidetes;Bacteroidetes	GT2	AAO76290.1	0.02365859	0.007544037
aggregates-combined-assembly1_5575106_1_825_-	conserved hypothetical protein	Bacteria;Acidobacteria;Solibacteres	none	ABJ83585.1	0.023627443	0.003700649
aggregates-combined-assembly1_4903910_1_707_+	"glycosyl hydrolase, family 57"	Bacteria;Cyanobacteria;Chroococcales	GH57	ABD01634.1	0.023626932	0.006922264
aggregates-combined-assembly1_5228486_1369_1764_-	hypothetical protein AN53922	Eukaryota;Fungi;Ascomycota	GH92	EAA62552.1	0.023621912	0.008831074
aggregates-combined-assembly1_5203432_1_659_+	"Lytic transglycosylase, catalytic"	Bacteria;Firmicutes;Clostridia	GH23	ABY93426.1	0.023565424	0.006993647
aggregates-combined-assembly1_5636608_1_748_+	Glycoside hydrolase	Bacteria;Proteobacteria;Gammaproteobacteria	GH15	ABA58092.1	0.023499712	0.005095598
aggregates-combined-assembly1_5255890_1_885_-	hypothetical conserved protein	Bacteria;Proteobacteria;Alphaproteobacteria	GH94	ABC93831.1	0.023482994	0.004243395
aggregates-combined-assembly1_5255890_888_1322_-	conserved hypothetical protein	Bacteria;Proteobacteria;Alphaproteobacteria	GH94	CAK03480.1	0.023482994	0.004243395
aggregates-combined-assembly1_5453801_1_627_+	hypothetical protein Fjoh_1765	Bacteria;Bacteroidetes;Flavobacteria	CBM9	ABQ04797.1	0.023461164	0.004822292
aggregates-combined-assembly1_5254937_102_677_-	glycoside hydrolase family 24	Bacteria;Proteobacteria;Alphaproteobacteria	GH24	ABD55238.1	0.023445049	0.007848698
aggregates-combined-assembly1_5246030_1_357_+	"glycosyl transferase, group 1"	Bacteria;Proteobacteria;Alphaproteobacteria	GT4	ABG65060.1	0.023431467	0.00670445
aggregates-combined-assembly1_5510186_524_918_+	"membrane-bound lytic murein transglycosylase, putative"	Bacteria;Proteobacteria;Deltaproteobacteria	GH23	CAE78059.1	0.023420372	0.005872709
aggregates-combined-assembly1_5205773_1_742_-	acylaminoacyl-peptidase	Archaea;Euryarchaeota;Halobacteria	CE10	AAG20414.1	0.023403411	0.006190337
aggregates-combined-assembly1_5603686_122_487_-	phosphoheptose isomerase	Bacteria;Proteobacteria;Betaproteobacteria	GT4	ABB75092.1	0.023348373	0.010356701
aggregates-combined-assembly1_5505885_13_507_-	Glycosyltransferase	Bacteria;Verrucomicrobia;unclassified	GT2	ACD83456.1	0.023346923	0.005229153
aggregates-combined-assembly1_4765670_1_520_+	Malto-oligosyltrehalose synthase	Bacteria;Proteobacteria;Deltaproteobacteria	GH13	CAN92550.1	0.023342147	0.007289602
aggregates-combined-assembly1_5638112_170_517_+	beta-glucosidase A	Bacteria;Proteobacteria;Deltaproteobacteria	GH1	ABF90507.1	0.023327961	0.005262291
aggregates-combined-assembly1_5391634_473_713_-	Chitin deacetylase	Bacteria;Proteobacteria;Alphaproteobacteria	CE4	ABS68519.1	0.02331596	0.007852395
aggregates-combined-assembly1_5217215_1_663_-	"two-component system sensor histidine kinase/response regulator, hybrid (one component system)"	Bacteria;Bacteroidetes;Bacteroidetes	GT2	AAO76290.1	0.023300508	0.004685899
aggregates-combined-assembly1_4969836_1_257_+	"b-glucosidase, glycoside hydrolase family 3 protein"	Bacteria;Bacteroidetes;Sphingobacteria	GH3	ABG60810.1	0.023242755	0.005851581
aggregates-combined-assembly1_4969836_261_871_+	"glycosyl hydrolase, family 31"	Bacteria;Proteobacteria;Alphaproteobacteria	GH31	AAK22774.1	0.023242755	0.005851581
aggregates-combined-assembly1_5405443_294_713_+	TPR domain protein	Bacteria;environmental;	GT41	AAR37916.1	0.023233018	0.007315603
aggregates-combined-assembly1_5613828_1_454_-	tetraacyldisaccharide 4'-kinase	Bacteria;Proteobacteria;Deltaproteobacteria	GT30	ABW67237.1	0.023213057	0.006905356
aggregates-combined-assembly1_5148115_412_996_-	putative membrane-bound lytic murein transglycosylase b protein	Bacteria;Proteobacteria;Betaproteobacteria	GH103	CAD18391.2	0.023208189	0.007133659
aggregates-combined-assembly1_5135946_1_808_-	"glycosyl transferase, group 1"	Bacteria;Proteobacteria;Magnetococcus	GT4	ABK44055.1	0.023206831	0.005303704
aggregates-combined-assembly1_5626826_1_430_+	PHP family phosphoesterase fused to glycosyltransferase	Bacteria;Verrucomicrobia;unclassified	GT4	ACD84038.1	0.023193249	0.003310973
aggregates-combined-assembly1_5232373_1_913_-	conserved hypothetical protein	Archaea;Euryarchaeota;Halobacteria	CE10	AAG18962.1	0.023187114	0.006596026
aggregates-combined-assembly1_5179748_399_834_+	"cellulose 1,4-beta-cellobiosidase"	Bacteria;Firmicutes;Bacillales	GH48	CAD32945.1	0.023160927	0.0054052
aggregates-combined-assembly1_5454156_1_313_+	hypothetical protein AN82522	Eukaryota;Fungi;Ascomycota	GH71	EAA58990.1	0.023155396	0.012310063
aggregates-combined-assembly1_5067818_185_964_-	TPR domain/SEC-C motif domain protein	Bacteria;Proteobacteria;Deltaproteobacteria	GT41	AAR35973.1	0.023129361	0.006516733
aggregates-combined-assembly1_5111987_1_596_+	putative beta-glucosidase	Bacteria;Actinobacteria;Actinobacteridae	GH3	BAF39975.1	0.023110155	0.006917006
aggregates-combined-assembly1_4483067_1_548_-	Sequence 18 from patent US 7026465	Unclassified;;	CE1	ABH65280.1	0.023108889	0.008842507
aggregates-combined-assembly1_5550944_1_353_+	Sequence 14364 from patent US 6833447	Unclassified;;	CBM32	AAW96801.1	0.023108286	0.007033053
aggregates-combined-assembly1_5323575_1_627_+	sialyltransferase 0160	Bacteria;Proteobacteria;Gammaproteobacteria	GT80	BAA25316.1	0.023082099	0.005642353
aggregates-combined-assembly1_5546080_1_881_+	TPR repeat protein	Bacteria;Acidobacteria;Acidobacteriales	GT41	ABF43727.1	0.023068005	0.006021971
aggregates-combined-assembly1_5635415_1_306_-	ADP-heptose:LPS heptosyltransferase II	Bacteria;Proteobacteria;Deltaproteobacteria	GT9	CAE79384.1	0.023043084	0.001467964
aggregates-combined-assembly1_4678604_1_367_-	"Glycosyl transferase, group 1"	Bacteria;Proteobacteria;Deltaproteobacteria	GT4	ABB33108.1	0.023005232	0.01061526
aggregates-combined-assembly1_5392966_1_300_+	glycoside hydrolase family 92	Bacteria;Bacteroidetes;Bacteroidetes	GH92	ABR41737.1	0.022974328	0.006677384
aggregates-combined-assembly1_5414920_150_620_-	"glycoside hydrolase family 35, candidate beta-glycosidase"	Bacteria;Bacteroidetes;Bacteroidetes	GH35	ABR43273.1	0.022968705	0.006877127
aggregates-combined-assembly1_5071275_1_669_+	LmbE-like protein protein	Bacteria;Deinococcus-Thermus;Deinococci	CE14	ABF44671.1	0.022964348	0.005592297
aggregates-combined-assembly1_5536295_343_953_-	TPR repeat protein	Bacteria;Acidobacteria;Acidobacteriales	GT41	ABF43727.1	0.022943273	0.005589242
aggregates-combined-assembly1_5561704_1_604_-	glycosyl transferase group 1	Bacteria;Chloroflexi;Chloroflexales	GT4	ABU56167.1	0.022940693	0.003854225
aggregates-combined-assembly1_5563473_1_275_+	glycogen debranching enzyme GlgX	Bacteria;Verrucomicrobia;Opitutae	GH13	ACB75293.1	0.022880651	0.007374327
aggregates-combined-assembly1_5428909_1_188_+	cellulase	Bacteria;Firmicutes;Clostridia	GH9	BAC65236.1	0.022866314	0.005196127
aggregates-combined-assembly1_4956630_1_330_+	glycogen debranching enzyme GlgX	Bacteria;Proteobacteria;Deltaproteobacteria	GH13	ABK17160.1	0.02285573	0.002456486
aggregates-combined-assembly1_5244140_32_557_-	penicillin-binding protein (transglycosylase/transpeptidase)	Bacteria;Actinobacteria;Actinobacteridae	GT51	AAT83856.1	0.022846505	0.003581959
aggregates-combined-assembly1_5429203_1_438_-	4-alpha-glucanotransferase	Bacteria;Actinobacteria;Actinobacteridae	GH77	ABG08976.1	0.022824767	0.007004675
aggregates-combined-assembly1_4822271_1_228_+	putative alpha glycosidase	Bacteria;Actinobacteria;Actinobacteridae	GH13	CAN02470.1	0.022803692	0.00599615
aggregates-combined-assembly1_5067214_1116_1691_-	Hypothetical protein mma_2268	Bacteria;Proteobacteria;Betaproteobacteria	GT4	ABR91664.1	0.022787485	0.004535823
aggregates-combined-assembly1_5353054_1_669_+	unnamed protein product	Eukaryota;Fungi;Dikarya	CE4	BAE56160.1	0.022662845	0.00915284
aggregates-combined-assembly1_5229930_1_567_+	unnamed protein product	Eukaryota;Fungi;Dikarya	CE4	BAE56160.1	0.022636566	0.005931862
aggregates-combined-assembly1_5402052_1996_3000_+	alpha-fucosidase	Bacteria;Actinobacteria;Actinobacteridae	GH95	AAQ72464.1	0.022633056	0.007025182
aggregates-combined-assembly1_5429628_1_507_+	glycoside hydrolase 15-related	Bacteria;Proteobacteria;Alphaproteobacteria	GH15	ABA06275.1	0.022605	0.005613773
aggregates-combined-assembly1_5320055_1_952_-	mannosyltransferase	Bacteria;Proteobacteria;Deltaproteobacteria	GT4	ABC77593.1	0.022600131	0.005887955
aggregates-combined-assembly1_4987085_1_692_-	conserved hypothetical protein	Bacteria;Proteobacteria;Alphaproteobacteria	CE4	ABG31938.1	0.022595774	0.004190453
aggregates-combined-assembly1_5455054_1_283_+	LmbE family protein	Bacteria;Chloroflexi;Chloroflexales	CE14	ABQ92300.1	0.022569168	0.00946367
aggregates-combined-assembly1_5470145_1_344_-	"glycosyl transferase, family 2"	Bacteria;Proteobacteria;Betaproteobacteria	GT2	ABD69815.1	0.022564208	0.006486432
aggregates-combined-assembly1_5245534_149_409_+	putative beta-N-acetylhexosaminidase	Bacteria;Actinobacteria;Actinobacteridae	GH3	ABM06825.1	0.022539379	0.007102736
aggregates-combined-assembly1_5120991_1_1116_+	conserved hypothetical protein	Bacteria;Proteobacteria;Alphaproteobacteria	GH94	CAK03480.1	0.022533152	0.005530073
aggregates-combined-assembly1_5682943_244_689_+	glycosyl transferase group 1	Bacteria;Chloroflexi;Chloroflexales	GT4	ABU56167.1	0.022528041	0.006412745
aggregates-combined-assembly1_5494947_1_626_+	polysaccharide deacetylase family protein	Bacteria;Proteobacteria;Betaproteobacteria	CE4	ABN88636.1	0.022511834	0.006760007
aggregates-combined-assembly1_5426717_1_980_-	unknown	Bacteria;Cyanobacteria;Chroococcales	GT83	ACB50888.1	0.022502097	0.004776898
aggregates-combined-assembly1_5426717_1139_1447_-	lipid-A-disaccharide synthase	Bacteria;Chlamydiae;Chlamydiales	GT19	AAP05533.1	0.022502097	0.004776898
aggregates-combined-assembly1_5426717_1510_1959_-	conserved hypothetical protein	Bacteria;Planctomycetes;Planctomycetacia	GT2	CAJ73912.1	0.022502097	0.004776898
aggregates-combined-assembly1_5506058_89_559_-	putative bifunctional protein: peroxiredoxin/chitinase	Bacteria;Firmicutes;Clostridia	GH18	CAJ68298.1	0.022487249	0.005560093
aggregates-combined-assembly1_5522155_1_698_+	glycosyl hydrolases 38-like	Bacteria;Acidobacteria;Acidobacteriales	GH38	ABF42123.1	0.022487249	0.005560093
aggregates-combined-assembly1_5040477_1_349_-	"putative O-linked N-acetylglucosamine transferase, SPINDLY family"	Bacteria;Proteobacteria;Alphaproteobacteria	GT41	ABQ37575.1	0.022485982	0.007872857
aggregates-combined-assembly1_5013314_1_959_-	polysaccharide deacetylase	Bacteria;Acidobacteria;Solibacteres	CE4	ABJ86366.1	0.022459796	0.008356864
aggregates-combined-assembly1_5206221_1_618_+	glycosyltransferase	Bacteria;Proteobacteria;Alphaproteobacteria	GT4	BAB49090.1	0.022456193	0.005271703
aggregates-combined-assembly1_5655552_1087_1362_+	"glycosyl transferase, group 1"	Archaea;Euryarchaeota;Methanomicrobia	GT4	ABN57123.1	0.022449967	0.004701855
aggregates-combined-assembly1_5655552_335_1075_+	"glycosyl transferase, group 1"	Archaea;Euryarchaeota;Methanomicrobia	GT4	ABN57123.1	0.022449967	0.004701855
aggregates-combined-assembly1_5239367_1_452_-	putative capK; capsular polysaccharide biosynthesis protein	Bacteria;Proteobacteria;Deltaproteobacteria	GT2	CAN98014.1	0.022398532	0.010690572
aggregates-combined-assembly1_5341573_25_384_-	response regulator receiver protein	Bacteria;Actinobacteria;Actinobacteridae	GT2	ABS01822.1	0.022322236	0.005459518
aggregates-combined-assembly1_5559999_127_984_-	glycosyl hydrolase	Bacteria;Proteobacteria;Deltaproteobacteria	GH31	AAY32973.1	0.022320969	0.007224068
aggregates-combined-assembly1_4903119_25_810_-	conserved hypothetical protein	Bacteria;Bacteroidetes;Bacteroidetes	CE1	ABR44777.1	0.022320878	0.003005594
aggregates-combined-assembly1_4496891_1_671_+	beta-mannosidase	Bacteria;Acidobacteria;Acidobacteriales	GH2	ABF43242.1	0.022314743	0.006143793
aggregates-combined-assembly1_5352714_1_819_-	"Glycosyl transferase, group 1"	Bacteria;Cyanobacteria;Nostocales	GT4	ABA22050.1	0.022314743	0.006143793
aggregates-combined-assembly1_5309990_1_288_+	"beta-1,4-xylosidase with transcriptional regulator of AraC/XylS family"	Bacteria;Proteobacteria;Gammaproteobacteria	GH39	BAA95685.1	0.022309875	0.007769962
aggregates-combined-assembly1_4915280_1_152_-	hypothetical conserved protein	Bacteria;Proteobacteria;Alphaproteobacteria	GH94	ABC93831.1	0.022294271	0.007684894
aggregates-combined-assembly1_4999689_65_1006_-	cellulase	Bacteria;environmental;	GH9	CAF22221.1	0.022294179	0.004440605
aggregates-combined-assembly1_5336693_338_1081_+	"lipase, putative"	Bacteria;Deinococcus-Thermus;Deinococci	CE10	AAF11051.1	0.02229118	0.005395225
aggregates-combined-assembly1_5494101_345_745_-	soluble lytic murein transglycosylase	Bacteria;Proteobacteria;Deltaproteobacteria	GH23	ABC77784.1	0.022289822	0.003200756
aggregates-combined-assembly1_4974885_1_440_-	putative bifunctional protein: peroxiredoxin/chitinase	Bacteria;Firmicutes;Clostridia	GH18	CAJ68298.1	0.022284954	0.002922568
aggregates-combined-assembly1_5636148_1_600_-	hypothetical protein PA14_32905	Bacteria;Proteobacteria;Gammaproteobacteria	CE1	ABJ15666.1	0.02223905	0.003472621
aggregates-combined-assembly1_5440642_1277_1711_+	TPR repeat	Bacteria;Proteobacteria;Betaproteobacteria	GT41	ABE49657.1	0.022217975	0.002735267
aggregates-combined-assembly1_4699173_83_452_+	Protein of unknown function DUF23	Bacteria;Proteobacteria;Alphaproteobacteria	GT2	ABD06835.1	0.022197503	0.005317202
aggregates-combined-assembly1_5068141_1_672_-	Dolichyl-diphosphooligosaccharide--protein glycotransferase	Archaea;Crenarchaeota;Thermoprotei	GT66	ABX11975.1	0.02217694	0.004327529
aggregates-combined-assembly1_5270793_1_554_-	hypothetical intercellular adhesion protein A	Bacteria;Proteobacteria;Gammaproteobacteria	GT2	CAG18791.1	0.022174407	0.008537486
aggregates-combined-assembly1_5493123_1_587_-	beta-N-acetylglucosaminidase	Bacteria;Bacteroidetes;Sphingobacteria	GH3	ABC45027.1	0.022159467	0.006193994
aggregates-combined-assembly1_4710874_1_718_-	Malto-oligosyltrehalose synthase	Bacteria;Proteobacteria;Deltaproteobacteria	GH13	CAN92550.1	0.022108183	0.006107001
aggregates-combined-assembly1_5194387_1_710_+	Beta-glucosidase	Bacteria;Actinobacteria;Actinobacteridae	GH3	ABM06856.1	0.02210256	0.007545395
aggregates-combined-assembly1_5613857_1_1046_-	conserved hypothetical protein	Bacteria;Acidobacteria;Solibacteres	none	ABJ83585.1	0.022035581	0.007371802
aggregates-combined-assembly1_5601930_1_511_-	penicillin-binding protein 1a; membrane carboxypeptidase	Bacteria;Firmicutes;Lactobacillales	GT51	AAN58216.1	0.021968511	0.00257811
aggregates-combined-assembly1_5040942_1_684_+	TPR repeat-containing protein	Bacteria;Chlorobi;Chlorobia	GT41	ABL65857.1	0.021967245	0.005440713
aggregates-combined-assembly1_5470222_1_673_+	hypothetical protein Sfum_3553	Bacteria;Proteobacteria;Deltaproteobacteria	GH50	ABK19223.1	0.021926453	0.006750293
aggregates-combined-assembly1_5027518_151_1038_+	conserved hypothetical protein	Bacteria;Acidobacteria;Acidobacteriales	none	ABF42267.1	0.021895397	0.00574252
